# ----------------------------------------
# HHS Agency Profile
# Pages
# 20170106-20170205
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
cdc.gov/rubella/index.html,"17,733","14,777",00:01:50,"12,642",53.84%,50.89%,$0.00
cdc.gov/rotavirus/about/treatment.html,"17,728","16,005",00:01:19,"2,527",82.99%,43.98%,$0.00
cdc.gov/motorvehiclesafety/seatbelts/facts.html,"17,705","14,657",00:04:07,"12,932",73.36%,69.05%,$0.00
cdc.gov/vaccines/vpd/hepb/index.html,"17,679","14,508",00:00:56,"9,906",34.88%,31.53%,$0.00
cdc.gov/vaccines/parents/vaccine-decision/index.html,"17,651","14,487",00:03:02,"6,185",67.66%,49.03%,$0.00
cdc.gov/az/s.html,"17,644","13,271",00:00:33,"1,378",38.37%,15.65%,$0.00
cdc.gov/flu/avianflu/index.htm,"17,626","14,319",00:00:38,"2,016",41.77%,18.98%,$0.00
cdc.gov/zika/about/questions.html,"17,558","15,722",00:03:04,"3,574",72.31%,48.31%,$0.00
cdc.gov/lyme/stats/index.html,"17,508","11,530",00:01:14,"4,816",38.88%,27.54%,$0.00
cdc.gov/obesity/data/prevalence-maps.html,"17,495","13,804",00:02:46,"4,655",64.06%,44.31%,$0.00
cdc.gov/vaccines/vpd/should-not-vacc.html,"17,473","15,945",00:03:11,"7,716",77.14%,58.95%,$0.00
cdc.gov/mmwr/volumes/65/rr/rr6505a1.htm?s_cid=rr6505a1_w,"17,443","15,650",00:02:10,"1,904",75.05%,41.88%,$0.00
cdc.gov/breastfeeding/recommendations/handling_breastmilk.htm,"17,392","16,090",00:05:03,"15,349",88.56%,88.49%,$0.00
cdc.gov/flu/faq/index.htm,"17,332","14,175",00:00:35,"1,107",37.16%,17.10%,$0.00
cdc.gov/chronicdisease/overview/index.html,"17,321","14,856",00:04:16,"12,975",73.10%,68.32%,$0.00
cdc.gov/std/hiv/stdfact-std-hiv.htm,"17,320","14,749",00:02:26,"6,721",68.94%,48.05%,$0.00
cdc.gov/mumps/hcp.html,"17,316","15,151",00:03:36,"8,096",73.99%,60.68%,$0.00
cdc.gov/hiv/basics/pep.html,"17,286","14,566",00:03:09,"11,322",68.10%,65.66%,$0.00
cdc.gov/rodents/diseases/direct.html,"17,277","11,808",00:01:48,"10,088",64.89%,51.88%,$0.00
cdc.gov/vaccines/schedules/easy-to-read/preteen-teen.html,"17,274","15,185",00:02:10,"2,865",30.92%,44.03%,$0.00
cdc.gov/typhoid-fever/symptoms.html,"17,220","15,295",00:03:41,"12,445",84.38%,75.39%,$0.00
cdc.gov/tb/topic/basics/index.html,"17,210","11,531",00:00:53,"10,202",23.54%,25.14%,$0.00
cdc.gov/malaria/about/index.html,"17,171","10,812",00:00:41,"1,494",31.05%,9.96%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/ipv.html,"17,105","15,568",00:02:29,"7,392",65.28%,52.43%,$0.00
cdc.gov/vhf/ebola/symptoms/index.html,"17,097","14,288",00:03:04,"6,702",68.60%,41.94%,$0.00
cdc.gov/drugoverdose/data/overdose.html,"17,093","13,932",00:02:39,"9,355",65.35%,51.02%,$0.00
cdc.gov/rodents/cleaning/index.html,"17,066","15,744",00:05:23,"14,253",90.38%,86.10%,$0.00
cdc.gov/heartdisease/index.html,"17,061","12,915",00:01:00,"5,084",36.41%,22.53%,$0.00
cdc.gov/about/organization/cio.htm,"17,058","13,843",00:02:15,"5,129",53.10%,38.51%,$0.00
cdc.gov/leprosy/index.html,"17,022","11,508",00:01:04,"9,960",39.96%,35.61%,$0.00
cdc.gov/parasites/scabies/treatment.html,"17,006","14,611",00:02:10,"10,327",70.20%,57.46%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/mening.html,"17,004","15,262",00:02:31,"6,564",50.88%,54.73%,$0.00
cdc.gov/violenceprevention/acestudy/about.html,"16,988","13,049",00:03:36,"3,598",59.73%,49.99%,$0.00
cdc.gov/sepsis/index.html,"16,939","14,077",00:01:12,"5,595",49.20%,37.35%,$0.00
cdc.gov/mrsa/healthcare/clinicians/precautions.html,"16,922","15,216",00:04:42,"13,352",74.18%,75.24%,$0.00
atsdr.cdc.gov/index.html,"16,900","12,788",00:02:39,"10,354",61.24%,54.78%,$0.00
cdc.gov/flu/news.htm,"16,854","13,800",00:00:55,"1,248",50.44%,20.73%,$0.00
cdc.gov/homeandrecreationalsafety/falls/adultfalls.html,"16,823","13,988",00:03:24,"10,752",75.69%,64.44%,$0.00
cdc.gov/dpdx/index.html,"16,807","13,318",00:01:03,"8,448",50.39%,38.14%,$0.00
,"54,395,777","44,674,464",00:01:51,"27,277,239",61.93%,49.60%,$0.00

Day Index,Pageviews
1/6/17,"1,580,427"
1/7/17,"985,566"
1/8/17,"1,122,336"
1/9/17,"1,934,993"
1/10/17,"2,042,688"
1/11/17,"2,066,160"
1/12/17,"1,992,190"
1/13/17,"1,710,980"
1/14/17,"1,046,508"
1/15/17,"1,148,557"
1/16/17,"1,686,366"
1/17/17,"2,148,257"
1/18/17,"2,106,221"
1/19/17,"2,051,747"
1/20/17,"1,629,908"
1/21/17,"1,054,304"
1/22/17,"1,296,866"
1/23/17,"2,210,083"
1/24/17,"2,285,151"
1/25/17,"2,301,003"
1/26/17,"2,151,002"
1/27/17,"1,865,855"
1/28/17,"1,178,212"
1/29/17,"1,381,906"
1/30/17,"2,282,642"
1/31/17,"2,293,543"
2/1/17,"2,287,931"
2/2/17,"2,204,125"
2/3/17,"1,873,663"
2/4/17,"1,183,229"
2/5/17,"1,293,358"
,"54,395,777"
