# ----------------------------------------
# HHS Agency Profile
# Pages
# 20170107-20170206
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
cdc.gov/rubella/index.html,"17,937","14,921",00:01:50,"12,750",53.73%,50.82%,$0.00
cdc.gov/zika/transmission/sexual-transmission.html,"17,919","16,236",00:03:13,"11,160",59.39%,55.80%,$0.00
cdc.gov/obesity/data/prevalence-maps.html,"17,897","14,119",00:02:45,"4,753",64.16%,44.24%,$0.00
cdc.gov/az/s.html,"17,887","13,470",00:00:33,"1,429",37.56%,15.69%,$0.00
cdc.gov/vaccines/vpd/should-not-vacc.html,"17,866","16,295",00:03:12,"7,828",77.08%,58.81%,$0.00
cdc.gov/vaccines/parents/vaccine-decision/index.html,"17,859","14,655",00:03:04,"6,255",67.48%,48.98%,$0.00
cdc.gov/std/syphilis/images.htm,"17,792","13,766",00:01:29,"9,442",60.63%,50.16%,$0.00
cdc.gov/vaccines/vpd/hepb/index.html,"17,759","14,560",00:00:55,"9,925",34.80%,31.36%,$0.00
cdc.gov/lyme/stats/index.html,"17,745","11,703",00:01:14,"4,886",38.63%,27.48%,$0.00
cdc.gov/leprosy/index.html,"17,681","12,011",00:01:04,"10,435",40.44%,35.98%,$0.00
cdc.gov/typhoid-fever/symptoms.html,"17,666","15,697",00:03:43,"12,805",84.34%,75.54%,$0.00
cdc.gov/vaccines/schedules/easy-to-read/preteen-teen.html,"17,609","15,477",00:02:09,"2,902",30.73%,44.00%,$0.00
cdc.gov/chronicdisease/overview/index.html,"17,585","15,103",00:04:18,"13,183",73.12%,68.39%,$0.00
cdc.gov/coronavirus/index.html,"17,543","14,957",00:01:10,"13,376",44.98%,46.10%,$0.00
cdc.gov/malaria/about/index.html,"17,501","11,010",00:00:42,"1,521",30.74%,9.94%,$0.00
cdc.gov/hiv/basics/pep.html,"17,485","14,744",00:03:09,"11,451",67.99%,65.62%,$0.00
cdc.gov/vhf/ebola/symptoms/index.html,"17,483","14,602",00:03:05,"6,856",68.27%,41.85%,$0.00
cdc.gov/about/organization/cio.htm,"17,482","14,191",00:02:16,"5,240",53.14%,38.40%,$0.00
cdc.gov/std/hiv/stdfact-std-hiv.htm,"17,476","14,899",00:02:25,"6,838",69.14%,48.33%,$0.00
cdc.gov/breastfeeding/recommendations/handling_breastmilk.htm,"17,449","16,148",00:05:02,"15,399",88.54%,88.47%,$0.00
cdc.gov/violenceprevention/acestudy/about.html,"17,439","13,355",00:03:35,"3,669",59.43%,49.65%,$0.00
cdc.gov/mumps/hcp.html,"17,400","15,228",00:03:37,"8,130",73.90%,60.67%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/ipv.html,"17,372","15,792",00:02:30,"7,548",65.23%,52.55%,$0.00
cdc.gov/rodents/diseases/direct.html,"17,371","11,848",00:01:49,"10,125",64.90%,51.74%,$0.00
cdc.gov/drugoverdose/data/overdose.html,"17,361","14,166",00:02:40,"9,495",65.32%,51.01%,$0.00
atsdr.cdc.gov/index.html,"17,318","13,053",00:02:40,"10,591",61.14%,54.71%,$0.00
cdc.gov/tobacco/campaign/tips/resources/data/cigarette-smoking-in-united-states.html,"17,313","15,600",00:04:13,"13,321",78.54%,73.14%,$0.00
cdc.gov/tb/topic/basics/index.html,"17,305","11,548",00:00:53,"10,192",23.51%,25.11%,$0.00
cdc.gov/mmwr/volumes/65/rr/rr6505a1.htm?s_cid=rr6505a1_w,"17,266","15,491",00:02:10,"1,908",75.01%,41.70%,$0.00
cdc.gov/mrsa/healthcare/clinicians/precautions.html,"17,126","15,406",00:04:44,"13,522",74.13%,75.24%,$0.00
cdc.gov/vaccines/schedules/easy-to-read/child-easyread.html,"17,126","15,459",00:02:35,"9,089",69.03%,60.82%,$0.00
cdc.gov/sepsis/index.html,"17,119","14,210",00:01:12,"5,706",48.89%,37.35%,$0.00
cdc.gov/homeandrecreationalsafety/falls/adultfalls.html,"17,117","14,219",00:03:25,"10,939",75.66%,64.41%,$0.00
cdc.gov/rodents/cleaning/index.html,"17,114","15,792",00:05:23,"14,302",90.35%,86.09%,$0.00
cdc.gov/parasites/scabies/treatment.html,"17,107","14,688",00:02:10,"10,360",70.34%,57.45%,$0.00
cdc.gov/physicalactivity/basics/pa-health/index.htm,"17,107","14,176",00:04:05,"8,225",72.87%,57.50%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/mening.html,"17,088","15,351",00:02:33,"6,599",50.78%,54.78%,$0.00
cdc.gov/flu/faq/index.htm,"17,070","13,978",00:00:35,720,39.08%,16.54%,$0.00
cdc.gov/dpdx/index.html,"17,057","13,522",00:01:03,"8,555",50.16%,38.03%,$0.00
,"55,099,737","45,236,323",00:01:52,"27,592,057",61.85%,49.53%,$0.00

Day Index,Pageviews
1/7/17,"985,566"
1/8/17,"1,122,336"
1/9/17,"1,934,993"
1/10/17,"2,042,688"
1/11/17,"2,066,160"
1/12/17,"1,992,190"
1/13/17,"1,710,980"
1/14/17,"1,046,508"
1/15/17,"1,148,557"
1/16/17,"1,686,366"
1/17/17,"2,148,257"
1/18/17,"2,106,221"
1/19/17,"2,051,747"
1/20/17,"1,629,908"
1/21/17,"1,054,304"
1/22/17,"1,296,866"
1/23/17,"2,210,083"
1/24/17,"2,285,151"
1/25/17,"2,301,003"
1/26/17,"2,151,002"
1/27/17,"1,865,855"
1/28/17,"1,178,212"
1/29/17,"1,381,906"
1/30/17,"2,282,642"
1/31/17,"2,293,543"
2/1/17,"2,287,931"
2/2/17,"2,204,125"
2/3/17,"1,873,663"
2/4/17,"1,183,229"
2/5/17,"1,293,358"
2/6/17,"2,284,387"
,"55,099,737"
